date,GlobInc,GlobEff,Earray(kW),E_Grid,PR,GlobHor
19/1/1990 8:00,402.17,385.14,6.5092,6.3267,0.8668,322.6
19/1/1990 9:00,647.01,640.4,10.35,10.055,0.8563,545
19/1/1990 10:00,835.03,830.62,12.844,12.468,0.8226,719.6
19/1/1990 11:00,963.54,961.1,14.34,13.911,0.7954,838.9
19/1/1990 12:00,997.77,994.65,14.635,14.195,0.7838,876.7
19/1/1990 13:00,955.17,952.68,14.091,13.671,0.7886,831.4
19/1/1990 14:00,837.48,833.23,12.622,12.253,0.8061,719.8
19/1/1990 15:00,640.82,633.93,9.9812,9.6931,0.8334,537.6
19/1/1990 16:00,398.87,380.41,6.2366,6.0541,0.8363,316.2
19/1/1990 17:00,151.02,131,2.1684,2.0835,0.7601,102.2
19/1/1990 18:00,0,0,0,-0.0055,1,0.0976
19/1/1990 19:00,0,0,0,-0.0055,1,0
19/1/1990 20:00,0,0,0,-0.0055,1,0
19/1/1990 21:00,0,0,0,-0.0055,1,0
19/1/1990 22:00,0,0,0,-0.0055,1,0
19/1/1990 23:00,0,0,0,-0.0055,1,0
20/1/1990 0:00,0,0,0,-0.0055,1,0
20/1/1990 1:00,0,0,0,-0.0055,1,0
20/1/1990 2:00,0,0,0,-0.0055,1,0
20/1/1990 3:00,0,0,0,-0.0055,1,0
20/1/1990 4:00,0,0,0,-0.0055,1,0
20/1/1990 5:00,0,0,0,-0.0055,1,0
20/1/1990 6:00,0,0,0,-0.0055,1,0.1952
20/1/1990 7:00,121.92,108.52,1.8422,1.7667,0.7984,90.904
20/1/1990 8:00,264.44,254.08,4.3356,4.2057,0.8763,237.1
20/1/1990 9:00,530.61,522.37,8.609,8.3717,0.8693,468.69
20/1/1990 10:00,750.98,744.99,11.733,11.391,0.8357,657.3
20/1/1990 11:00,801.53,796.16,12.338,11.978,0.8234,710.8
20/1/1990 12:00,839.91,834.5,12.769,12.396,0.8131,746.21
20/1/1990 13:00,729.61,722.32,11.271,10.943,0.8264,659.6
20/1/1990 14:00,657.72,649.96,10.262,9.9657,0.8348,589.5
20/1/1990 15:00,439.78,430.81,7.0424,6.8404,0.857,403.11
20/1/1990 16:00,268.19,257.22,4.2826,4.15,0.8526,239.99
20/1/1990 17:00,75.574,69.298,1.1278,1.0633,0.7752,64.595
20/1/1990 18:00,0,0,0,-0.0055,1,0.0976
20/1/1990 19:00,0,0,0,-0.0055,1,0
20/1/1990 20:00,0,0,0,-0.0055,1,0
20/1/1990 21:00,0,0,0,-0.0055,1,0
20/1/1990 22:00,0,0,0,-0.0055,1,0
20/1/1990 23:00,0,0,0,-0.0055,1,0
21/1/1990 0:00,0,0,0,-0.0055,1,0
21/1/1990 1:00,0,0,0,-0.0055,1,0
21/1/1990 2:00,0,0,0,-0.0055,1,0
21/1/1990 3:00,0,0,0,-0.0055,1,0
21/1/1990 4:00,0,0,0,-0.0055,1,0
21/1/1990 5:00,0,0,0,-0.0055,1,0
21/1/1990 6:00,0,0,0,-0.0055,1,0.1952
21/1/1990 7:00,70.591,66.016,1.0983,1.0359,0.8085,65.099
21/1/1990 8:00,251.94,242.12,4.1247,3.9996,0.8747,227.59
21/1/1990 9:00,531.68,523.44,8.5996,8.3617,0.8665,470.09
21/1/1990 10:00,585.78,577.58,9.3527,9.0892,0.8549,531.91
21/1/1990 11:00,535.93,527.12,8.5711,8.3311,0.8565,501.4
21/1/1990 12:00,684.64,676.81,10.69,10.38,0.8353,624.6
21/1/1990 13:00,789.58,784.12,12.084,11.731,0.8186,701.4
21/1/1990 14:00,689.22,682.45,10.699,10.389,0.8305,609
21/1/1990 15:00,641,633.77,10.01,9.7211,0.8356,542.5
21/1/1990 16:00,386.78,369.66,6.0746,5.8964,0.8399,316.81
21/1/1990 17:00,138.22,122.08,2.017,1.9352,0.7714,101.59
21/1/1990 18:00,0,0,0,-0.0055,1,0.6996
21/1/1990 19:00,0,0,0,-0.0055,1,0
21/1/1990 20:00,0,0,0,-0.0055,1,0
21/1/1990 21:00,0,0,0,-0.0055,1,0
21/1/1990 22:00,0,0,0,-0.0055,1,0
21/1/1990 23:00,0,0,0,-0.0055,1,0
22/1/1990 0:00,0,0,0,-0.0055,1,0
22/1/1990 1:00,0,0,0,-0.0055,1,0
22/1/1990 2:00,0,0,0,-0.0055,1,0
22/1/1990 3:00,0,0,0,-0.0055,1,0
22/1/1990 4:00,0,0,0,-0.0055,1,0
22/1/1990 5:00,0,0,0,-0.0055,1,0
22/1/1990 6:00,0,0,0,-0.0055,1,0.1952
22/1/1990 7:00,144.78,127.82,2.1777,2.0955,0.7975,105.69
22/1/1990 8:00,379.25,363.18,6.1336,5.9596,0.8658,308.49
22/1/1990 9:00,620.72,614.05,9.9414,9.6601,0.8574,526.6
22/1/1990 10:00,787.74,782.66,12.194,11.838,0.828,684.2
22/1/1990 11:00,883.49,879.37,13.34,12.947,0.8074,777.3
22/1/1990 12:00,922.78,918.62,13.742,13.335,0.7962,814.1
22/1/1990 13:00,868.54,864.75,13.041,12.659,0.803,762.71
22/1/1990 14:00,743.43,737.46,11.396,11.065,0.82,651.8
22/1/1990 15:00,575.67,568.63,9.0592,8.8003,0.8423,491.29
22/1/1990 16:00,347.39,332.24,5.476,5.3124,0.8425,286.49
22/1/1990 17:00,121.75,107.77,1.7748,1.6981,0.7685,90.205
22/1/1990 18:00,0,0,0,-0.0055,1,0.0976
22/1/1990 19:00,0,0,0,-0.0055,1,0
22/1/1990 20:00,0,0,0,-0.0055,1,0
22/1/1990 21:00,0,0,0,-0.0055,1,0
22/1/1990 22:00,0,0,0,-0.0055,1,0
22/1/1990 23:00,0,0,0,-0.0055,1,0
23/1/1990 0:00,0,0,0,-0.0055,1,0
23/1/1990 1:00,0,0,0,-0.0055,1,0
23/1/1990 2:00,0,0,0,-0.0055,1,0
23/1/1990 3:00,0,0,0,-0.0055,1,0
23/1/1990 4:00,0,0,0,-0.0055,1,0
23/1/1990 5:00,0,0,0,-0.0055,1,0
23/1/1990 6:00,0,0,0,-0.0055,1,0.1952
23/1/1990 7:00,12.133,11.869,0.1729,0.0949,0.4308,13.098
23/1/1990 8:00,89.685,86.576,1.4553,1.3866,0.8518,92.206
23/1/1990 9:00,274.93,267.59,4.5537,4.4181,0.8854,266.81
23/1/1990 10:00,336.72,328.37,5.5431,5.3826,0.8807,327.71
23/1/1990 11:00,554.99,546.12,8.9269,8.6788,0.8616,518.9
23/1/1990 12:00,539.39,530.39,8.657,8.4159,0.8597,506.51
23/1/1990 13:00,827.23,821.94,12.666,12.295,0.8189,735
23/1/1990 14:00,743.8,738.16,11.522,11.187,0.8286,650.1
23/1/1990 15:00,532.21,524.59,8.4843,8.2451,0.8536,463.8
23/1/1990 16:00,370.33,354.33,5.8598,5.6879,0.8462,306.51
23/1/1990 17:00,172.6,151.25,2.5197,2.4277,0.775,123.2
23/1/1990 18:00,0,0,0,-0.0055,1,0.5044
23/1/1990 19:00,0,0,0,-0.0055,1,0
23/1/1990 20:00,0,0,0,-0.0055,1,0
23/1/1990 21:00,0,0,0,-0.0055,1,0
23/1/1990 22:00,0,0,0,-0.0055,1,0
23/1/1990 23:00,0,0,0,-0.0055,1,0
24/1/1990 0:00,0,0,0,-0.0055,1,0
24/1/1990 1:00,0,0,0,-0.0055,1,0
24/1/1990 2:00,0,0,0,-0.0055,1,0
24/1/1990 3:00,0,0,0,-0.0055,1,0
24/1/1990 4:00,0,0,0,-0.0055,1,0
24/1/1990 5:00,0,0,0,-0.0055,1,0
24/1/1990 6:00,0,0,0,-0.0055,1,0.1952
24/1/1990 7:00,19.426,18.927,0.2915,0.2163,0.6134,20.696
24/1/1990 8:00,125.82,121.4,2.0709,1.991,0.8718,127.81
24/1/1990 9:00,380.92,372.74,6.3103,6.1328,0.887,354.2
24/1/1990 10:00,425.52,416.21,6.9823,6.7873,0.8788,408
24/1/1990 11:00,463.52,453.9,7.5533,7.3433,0.8729,445.61
24/1/1990 12:00,438.25,428.39,7.1363,6.9362,0.872,424.89
24/1/1990 13:00,426.81,417.2,6.9491,6.7533,0.8718,413.5
24/1/1990 14:00,285.12,276.79,4.6694,4.5296,0.8753,286.2
24/1/1990 15:00,398.71,390.5,6.5211,6.3358,0.8755,368.09
24/1/1990 16:00,336.69,322.51,5.422,5.2635,0.8613,283.79
24/1/1990 17:00,155.28,137.73,2.3203,2.2339,0.7926,117
24/1/1990 18:00,0,0,0,-0.0055,1,0.7973
24/1/1990 19:00,0,0,0,-0.0055,1,0
24/1/1990 20:00,0,0,0,-0.0055,1,0
24/1/1990 21:00,0,0,0,-0.0055,1,0
24/1/1990 22:00,0,0,0,-0.0055,1,0
24/1/1990 23:00,0,0,0,-0.0055,1,0
25/1/1990 0:00,0,0,0,-0.0055,1,0
25/1/1990 1:00,0,0,0,-0.0055,1,0
25/1/1990 2:00,0,0,0,-0.0055,1,0
25/1/1990 3:00,0,0,0,-0.0055,1,0
25/1/1990 4:00,0,0,0,-0.0055,1,0
25/1/1990 5:00,0,0,0,-0.0055,1,0
25/1/1990 6:00,0,0,0,-0.0055,1,0.1952
25/1/1990 7:00,56.305,53.808,0.8948,0.8358,0.8179,56.394
25/1/1990 8:00,228.93,220.07,3.7867,3.6712,0.8835,210.2
25/1/1990 9:00,437.89,429.26,7.2238,7.0239,0.8838,402.7
25/1/1990 10:00,738.81,732.64,11.658,11.32,0.8442,651.8
25/1/1990 11:00,835.36,829.7,12.859,12.483,0.8233,745.39
25/1/1990 12:00,434.94,425.63,7.0501,6.8508,0.8678,420.09
25/1/1990 13:00,593.15,584.24,9.4388,9.1721,0.852,553.11
25/1/1990 14:00,613.37,605.1,9.7251,9.4483,0.8487,557.69
25/1/1990 15:00,607.3,599.33,9.6308,9.3567,0.8489,527.81
25/1/1990 16:00,270.64,259.87,4.3565,4.2232,0.8597,243.1
25/1/1990 17:00,87.415,80.32,1.3241,1.2565,0.792,75.708
25/1/1990 18:00,0,0,0,-0.0055,1,0.1952
25/1/1990 19:00,0,0,0,-0.0055,1,0
25/1/1990 20:00,0,0,0,-0.0055,1,0
25/1/1990 21:00,0,0,0,-0.0055,1,0
25/1/1990 22:00,0,0,0,-0.0055,1,0
25/1/1990 23:00,0,0,0,-0.0055,1,0
26/1/1990 0:00,0,0,0,-0.0055,1,0
26/1/1990 1:00,0,0,0,-0.0055,1,0
26/1/1990 2:00,0,0,0,-0.0055,1,0
26/1/1990 3:00,0,0,0,-0.0055,1,0
26/1/1990 4:00,0,0,0,-0.0055,1,0
26/1/1990 5:00,0,0,0,-0.0055,1,0
26/1/1990 6:00,0,0,0,-0.0055,1,0.1952
26/1/1990 7:00,147.09,129.52,2.2138,2.1311,0.7983,108.3
26/1/1990 8:00,396.97,379.91,6.4194,6.2389,0.8659,323.71
26/1/1990 9:00,625.75,619.11,10.033,9.7497,0.8584,533.91
26/1/1990 10:00,816.33,811.77,12.588,12.22,0.8248,710.39
26/1/1990 11:00,941.56,938.75,14.061,13.642,0.7983,826.89
26/1/1990 12:00,960.18,956.78,14.185,13.762,0.7897,847.7
26/1/1990 13:00,913.86,910.34,13.58,13.179,0.7946,805.11
26/1/1990 14:00,815.29,810.74,12.327,11.967,0.8087,709.5
26/1/1990 15:00,642.15,635.65,9.9938,9.7054,0.8327,546.79
26/1/1990 16:00,404.72,387.36,6.3369,6.1516,0.8375,329.5
26/1/1990 17:00,152.35,134.07,2.217,2.1309,0.7706,111.89
26/1/1990 18:00,0,0,0,-0.0055,1,0.2929
26/1/1990 19:00,0,0,0,-0.0055,1,0
26/1/1990 20:00,0,0,0,-0.0055,1,0
26/1/1990 21:00,0,0,0,-0.0055,1,0
26/1/1990 22:00,0,0,0,-0.0055,1,0
26/1/1990 23:00,0,0,0,-0.0055,1,0
27/1/1990 0:00,0,0,0,-0.0055,1,0
27/1/1990 1:00,0,0,0,-0.0055,1,0
27/1/1990 2:00,0,0,0,-0.0055,1,0
27/1/1990 3:00,0,0,0,-0.0055,1,0
27/1/1990 4:00,0,0,0,-0.0055,1,0
27/1/1990 5:00,0,0,0,-0.0055,1,0
27/1/1990 6:00,0,0,0,-0.0055,1,0.1952
27/1/1990 7:00,7.2827,7.1425,0.0962,0.0165,0.125,7.9076
27/1/1990 8:00,40.734,39.351,0.6363,0.5698,0.7707,42.597
27/1/1990 9:00,485.18,475.76,7.9066,7.6881,0.8731,446.4
27/1/1990 10:00,514.78,505.94,8.3254,8.0945,0.8663,480.1
27/1/1990 11:00,960.64,956.23,14.34,13.911,0.7979,851.01
27/1/1990 12:00,764.21,756.45,11.767,11.424,0.8236,697.61
27/1/1990 13:00,626.09,617.21,9.823,9.5404,0.8396,582.8
27/1/1990 14:00,569.32,560.33,8.9896,8.7346,0.8453,527.59
27/1/1990 15:00,239.54,232.38,3.8688,3.7464,0.8617,239.8
27/1/1990 16:00,190.09,183,3.0522,2.9488,0.8547,181.5
27/1/1990 17:00,22.569,21.952,0.3322,0.2575,0.6286,23.902
27/1/1990 18:00,0,0,0,-0.0055,1,0.2929
27/1/1990 19:00,0,0,0,-0.0055,1,0
27/1/1990 20:00,0,0,0,-0.0055,1,0
27/1/1990 21:00,0,0,0,-0.0055,1,0
27/1/1990 22:00,0,0,0,-0.0055,1,0
27/1/1990 23:00,0,0,0,-0.0055,1,0
28/1/1990 0:00,0,0,0,-0.0055,1,0
28/1/1990 1:00,0,0,0,-0.0055,1,0
28/1/1990 2:00,0,0,0,-0.0055,1,0
28/1/1990 3:00,0,0,0,-0.0055,1,0
28/1/1990 4:00,0,0,0,-0.0055,1,0
28/1/1990 5:00,0,0,0,-0.0055,1,0
28/1/1990 6:00,0,0,0,-0.0055,1,0.1952
28/1/1990 7:00,117.31,105.05,1.7892,1.7151,0.8055,93.101
28/1/1990 8:00,319.14,305.99,5.2233,5.0723,0.8757,276.2
28/1/1990 9:00,534.25,526.78,8.7077,8.4689,0.8734,468.91
28/1/1990 10:00,698.96,692.21,11.059,10.74,0.8466,623
28/1/1990 11:00,820.18,815.25,12.643,12.273,0.8245,731.6
28/1/1990 12:00,846.94,841.79,12.919,12.541,0.8158,757.81
28/1/1990 13:00,811.94,806.89,12.431,12.068,0.8189,724.89
28/1/1990 14:00,701.13,694.43,10.916,10.599,0.8329,624.89
28/1/1990 15:00,535.08,527.69,8.5329,8.2924,0.8539,469.9
28/1/1990 16:00,332.09,318.5,5.2962,5.1386,0.8525,281.5
28/1/1990 17:00,117.88,105.83,1.7548,1.6791,0.7848,94.093
28/1/1990 18:00,0,0,0,-0.0055,1,0.1952
28/1/1990 19:00,0,0,0,-0.0055,1,0
28/1/1990 20:00,0,0,0,-0.0055,1,0
28/1/1990 21:00,0,0,0,-0.0055,1,0
28/1/1990 22:00,0,0,0,-0.0055,1,0
28/1/1990 23:00,0,0,0,-0.0055,1,0
29/1/1990 0:00,0,0,0,-0.0055,1,0
29/1/1990 1:00,0,0,0,-0.0055,1,0
29/1/1990 2:00,0,0,0,-0.0055,1,0
29/1/1990 3:00,0,0,0,-0.0055,1,0
29/1/1990 4:00,0,0,0,-0.0055,1,0
29/1/1990 5:00,0,0,0,-0.0055,1,0
29/1/1990 6:00,0,0,0,-0.0055,1,0.4068
29/1/1990 7:00,131.43,117.96,2.0064,1.9276,0.8081,105.6
29/1/1990 8:00,317.06,303.99,5.1671,5.0167,0.8718,274.89
29/1/1990 9:00,465.62,457.57,7.6108,7.3994,0.8756,420.6
29/1/1990 10:00,818.7,813.1,12.629,12.259,0.825,720.09
29/1/1990 11:00,923,918.5,13.847,13.436,0.802,820.5
29/1/1990 12:00,726.01,717.98,11.234,10.907,0.8277,666.3
29/1/1990 13:00,564.05,555.08,8.9235,8.671,0.847,529.5
29/1/1990 14:00,451.48,441.91,7.2226,7.0163,0.8562,432.8
29/1/1990 15:00,292.04,284.47,4.7325,4.5888,0.8657,283.09
29/1/1990 16:00,111.94,108.04,1.788,1.7114,0.8423,114.4
29/1/1990 17:00,44.625,42.968,0.6848,0.6187,0.7639,45.802
29/1/1990 18:00,0,0,0,-0.0055,1,0.1952
29/1/1990 19:00,0,0,0,-0.0055,1,0
29/1/1990 20:00,0,0,0,-0.0055,1,0
29/1/1990 21:00,0,0,0,-0.0055,1,0
29/1/1990 22:00,0,0,0,-0.0055,1,0
29/1/1990 23:00,0,0,0,-0.0055,1,0
30/1/1990 0:00,0,0,0,-0.0055,1,0
30/1/1990 1:00,0,0,0,-0.0055,1,0
30/1/1990 2:00,0,0,0,-0.0055,1,0
30/1/1990 3:00,0,0,0,-0.0055,1,0
30/1/1990 4:00,0,0,0,-0.0055,1,0
30/1/1990 5:00,0,0,0,-0.0055,1,0
30/1/1990 6:00,0,0,0,-0.0055,1,0.2929
30/1/1990 7:00,72.401,67.813,1.1308,1.0678,0.8126,67.898
30/1/1990 8:00,216.38,208.13,3.5552,3.4441,0.877,204.6
30/1/1990 9:00,531.44,523.04,8.6213,8.3837,0.8692,476.41
30/1/1990 10:00,853.47,848.14,13.075,12.692,0.8193,749.9
30/1/1990 11:00,827.41,821.93,12.658,12.288,0.8183,741.99
30/1/1990 12:00,747.31,739.38,11.531,11.195,0.8254,685.4
30/1/1990 13:00,537.69,528.77,8.5433,8.3024,0.8507,506.51
30/1/1990 14:00,497.38,488.47,7.9369,7.712,0.8543,466.9
30/1/1990 15:00,195.12,188.96,3.1538,3.0483,0.8607,197.8
30/1/1990 16:00,104.84,101.19,1.6734,1.599,0.8404,107.4
30/1/1990 17:00,12.577,12.292,0.176,0.0981,0.4296,13.505
30/1/1990 18:00,0,0,0,-0.0055,1,0.1952
30/1/1990 19:00,0,0,0,-0.0055,1,0
30/1/1990 20:00,0,0,0,-0.0055,1,0
30/1/1990 21:00,0,0,0,-0.0055,1,0
30/1/1990 22:00,0,0,0,-0.0055,1,0
30/1/1990 23:00,0,0,0,-0.0055,1,0
31/1/1990 0:00,0,0,0,-0.0055,1,0
31/1/1990 1:00,0,0,0,-0.0055,1,0
31/1/1990 2:00,0,0,0,-0.0055,1,0
31/1/1990 3:00,0,0,0,-0.0055,1,0
31/1/1990 4:00,0,0,0,-0.0055,1,0
31/1/1990 5:00,0,0,0,-0.0055,1,0
31/1/1990 6:00,0,0,0,-0.0055,1,0.1952
31/1/1990 7:00,24.063,23.388,0.3601,0.2862,0.6552,25.399
31/1/1990 8:00,64.889,62.664,1.0258,0.9637,0.8183,67.296
31/1/1990 9:00,112.44,108.63,1.8132,1.7369,0.8511,115.8
31/1/1990 10:00,155.03,149.91,2.5167,2.4256,0.862,159
31/1/1990 11:00,177.49,171.72,2.8839,2.785,0.8645,181.6
31/1/1990 12:00,193.37,187.17,3.1416,3.037,0.8653,197.49
31/1/1990 13:00,147.53,142.63,2.3838,2.2951,0.8572,151.4
31/1/1990 14:00,132.17,127.73,2.129,2.0456,0.8528,135.89
31/1/1990 15:00,100.98,97.534,1.6132,1.5401,0.8402,104.2
31/1/1990 16:00,57.611,55.638,0.8994,0.8387,0.8021,59.892
31/1/1990 17:00,23.084,22.446,0.3418,0.2673,0.6379,24.406
31/1/1990 18:00,0,0,0,-0.0055,1,0.2929
31/1/1990 19:00,0,0,0,-0.0055,1,0
31/1/1990 20:00,0,0,0,-0.0055,1,0
31/1/1990 21:00,0,0,0,-0.0055,1,0
31/1/1990 22:00,0,0,0,-0.0055,1,0
31/1/1990 23:00,0,0,0,-0.0055,1,0
1/2/1990 0:00,0,0,0,-0.0055,1,0
1/2/1990 1:00,0,0,0,-0.0055,1,0
1/2/1990 2:00,0,0,0,-0.0055,1,0
1/2/1990 3:00,0,0,0,-0.0055,1,0
1/2/1990 4:00,0,0,0,-0.0055,1,0
1/2/1990 5:00,0,0,0,-0.0055,1,0
1/2/1990 6:00,0,0,0,-0.0055,1,0.2929
1/2/1990 7:00,137.97,121.87,2.0677,1.9874,0.7936,105.5
1/2/1990 8:00,374.05,358.15,6.0368,5.8646,0.8638,315.2
1/2/1990 9:00,600.95,594.24,9.637,9.3653,0.8586,520.21
1/2/1990 10:00,785.35,780.1,12.148,11.794,0.8274,693.1
1/2/1990 11:00,891.95,887.65,13.434,13.039,0.8054,795.51
1/2/1990 12:00,924.87,920.79,13.767,13.358,0.7958,825.9
1/2/1990 13:00,871.81,867.6,13.079,12.696,0.8023,777.5
1/2/1990 14:00,754.98,748.97,11.55,11.214,0.8184,672.21
1/2/1990 15:00,573.22,566.15,9.0241,8.7663,0.8426,503.3
1/2/1990 16:00,354.64,340.45,5.6053,5.4385,0.8449,301.59
1/2/1990 17:00,133.12,118.47,1.9547,1.8741,0.7757,103.4
1/2/1990 18:00,0,0,0,-0.0055,1,0.2929
1/2/1990 19:00,0,0,0,-0.0055,1,0
1/2/1990 20:00,0,0,0,-0.0055,1,0
1/2/1990 21:00,0,0,0,-0.0055,1,0
1/2/1990 22:00,0,0,0,-0.0055,1,0
1/2/1990 23:00,0,0,0,-0.0055,1,0
2/2/1990 0:00,0,0,0,-0.0055,1,0
2/2/1990 1:00,0,0,0,-0.0055,1,0
2/2/1990 2:00,0,0,0,-0.0055,1,0
2/2/1990 3:00,0,0,0,-0.0055,1,0
2/2/1990 4:00,0,0,0,-0.0055,1,0
2/2/1990 5:00,0,0,0,-0.0055,1,0
2/2/1990 6:00,0,0,0,-0.0055,1,0.1952
2/2/1990 7:00,132.36,116.84,1.9838,1.9053,0.7931,101.4
2/2/1990 8:00,366.85,351.25,5.9349,5.7655,0.8659,309.5
2/2/1990 9:00,598.3,591.56,9.6137,9.3434,0.8604,519.3
2/2/1990 10:00,784.6,779.1,12.155,11.8,0.8286,694.69
2/2/1990 11:00,909.52,905.58,13.671,13.267,0.8037,810.61
2/2/1990 12:00,944.01,939.85,14.007,13.59,0.7932,844.4
2/2/1990 13:00,914.67,910.79,13.61,13.208,0.7956,815.19
2/2/1990 14:00,795.51,790.39,12.093,11.74,0.8131,703.3
2/2/1990 15:00,615.62,609.08,9.64,9.3624,0.8379,534.8
2/2/1990 16:00,386.57,371.1,6.0912,5.9124,0.8427,327.11
2/2/1990 17:00,152.09,135.29,2.2395,2.153,0.78,118.6
2/2/1990 18:00,0,0,0,-0.0055,1,0.6996
2/2/1990 19:00,0,0,0,-0.0055,1,0
2/2/1990 20:00,0,0,0,-0.0055,1,0
2/2/1990 21:00,0,0,0,-0.0055,1,0
2/2/1990 22:00,0,0,0,-0.0055,1,0
2/2/1990 23:00,0,0,0,-0.0055,1,0
3/2/1990 0:00,0,0,0,-0.0055,1,0
3/2/1990 1:00,0,0,0,-0.0055,1,0
3/2/1990 2:00,0,0,0,-0.0055,1,0
3/2/1990 3:00,0,0,0,-0.0055,1,0
3/2/1990 4:00,0,0,0,-0.0055,1,0
3/2/1990 5:00,0,0,0,-0.0055,1,0
3/2/1990 6:00,0,0,0,-0.0055,1,0.1952
3/2/1990 7:00,88.97,81.891,1.3715,1.3041,0.8076,78.994
3/2/1990 8:00,259.61,249.48,4.2423,4.114,0.8731,239.8
3/2/1990 9:00,441.71,433.17,7.2105,7.0086,0.8742,409.4
3/2/1990 10:00,576.23,566.99,9.2113,8.953,0.856,538.3
3/2/1990 11:00,710.03,702.25,11.091,10.769,0.8356,653.4
3/2/1990 12:00,731.21,723.22,11.332,11.002,0.829,674.09
3/2/1990 13:00,671.24,663.33,10.482,10.178,0.8354,619.6
3/2/1990 14:00,595.4,586.15,9.3728,9.1053,0.8426,555.4
3/2/1990 15:00,427.23,418.83,6.8641,6.6668,0.8598,397.9
3/2/1990 16:00,250.97,241.67,4.0273,3.9012,0.8564,236.9
3/2/1990 17:00,87.635,81.63,1.3368,1.2684,0.7975,80.996
3/2/1990 18:00,0,0,0,-0.0055,1,0.4068
3/2/1990 19:00,0,0,0,-0.0055,1,0
3/2/1990 20:00,0,0,0,-0.0055,1,0
3/2/1990 21:00,0,0,0,-0.0055,1,0
3/2/1990 22:00,0,0,0,-0.0055,1,0
3/2/1990 23:00,0,0,0,-0.0055,1,0
4/2/1990 0:00,0,0,0,-0.0055,1,0
4/2/1990 1:00,0,0,0,-0.0055,1,0
4/2/1990 2:00,0,0,0,-0.0055,1,0
4/2/1990 3:00,0,0,0,-0.0055,1,0
4/2/1990 4:00,0,0,0,-0.0055,1,0
4/2/1990 5:00,0,0,0,-0.0055,1,0
4/2/1990 6:00,0,0,0,-0.0055,1,0.1952
4/2/1990 7:00,112.76,101.67,1.7368,1.664,0.8131,93.703
4/2/1990 8:00,306.17,293.63,5.0467,4.9012,0.882,269.8
4/2/1990 9:00,514.84,506.9,8.4755,8.2453,0.8824,464.01
4/2/1990 10:00,697.83,691.05,11.166,10.847,0.8564,628.29
4/2/1990 11:00,822.84,817.77,12.848,12.472,0.8351,741.1
4/2/1990 12:00,866.4,861.27,13.367,12.974,0.825,781.69
4/2/1990 13:00,814.21,808.96,12.661,12.291,0.8317,734.3
4/2/1990 14:00,696.47,689.56,11.03,10.712,0.8474,628.5
4/2/1990 15:00,521.39,513.58,8.4584,8.2245,0.8691,470.6
4/2/1990 16:00,324.65,312.13,5.2727,5.1185,0.8687,286.59
4/2/1990 17:00,124.22,112.42,1.8945,1.8173,0.806,103.6
4/2/1990 18:00,0,0,0,-0.0055,1,0.4068
4/2/1990 19:00,0,0,0,-0.0055,1,0
4/2/1990 20:00,0,0,0,-0.0055,1,0
4/2/1990 21:00,0,0,0,-0.0055,1,0
4/2/1990 22:00,0,0,0,-0.0055,1,0
4/2/1990 23:00,0,0,0,-0.0055,1,0
5/2/1990 0:00,0,0,0,-0.0055,1,0
5/2/1990 1:00,0,0,0,-0.0055,1,0
5/2/1990 2:00,0,0,0,-0.0055,1,0
5/2/1990 3:00,0,0,0,-0.0055,1,0
5/2/1990 4:00,0,0,0,-0.0055,1,0
5/2/1990 5:00,0,0,0,-0.0055,1,0
5/2/1990 6:00,0,0,0,-0.0055,1,0.1952
5/2/1990 7:00,114.6,102.89,1.7487,1.6753,0.8054,94.403
5/2/1990 8:00,314.37,301.45,5.1381,4.9889,0.8744,276.7
5/2/1990 9:00,527.38,519.84,8.5826,8.3464,0.872,470.21
5/2/1990 10:00,672.74,664.86,10.647,10.341,0.8469,614.9
5/2/1990 11:00,794.49,788.87,12.264,11.906,0.8256,719
5/2/1990 12:00,823.11,817.3,12.567,12.2,0.8166,746.69
5/2/1990 13:00,781.2,775.1,11.978,11.628,0.8201,709.3
5/2/1990 14:00,666.4,658.46,10.382,10.082,0.8336,610.3
5/2/1990 15:00,511.59,503.76,8.1458,7.9146,0.8524,463.5
5/2/1990 16:00,313.67,301.66,5.0037,4.8527,0.8524,278.1
5/2/1990 17:00,109.67,100.54,1.6574,1.5831,0.7953,96.095
5/2/1990 18:00,0,0,0,-0.0055,1,0.4068
5/2/1990 19:00,0,0,0,-0.0055,1,0
5/2/1990 20:00,0,0,0,-0.0055,1,0
5/2/1990 21:00,0,0,0,-0.0055,1,0
5/2/1990 22:00,0,0,0,-0.0055,1,0
5/2/1990 23:00,0,0,0,-0.0055,1,0
6/2/1990 0:00,0,0,0,-0.0055,1,0
6/2/1990 1:00,0,0,0,-0.0055,1,0
6/2/1990 2:00,0,0,0,-0.0055,1,0
6/2/1990 3:00,0,0,0,-0.0055,1,0
6/2/1990 4:00,0,0,0,-0.0055,1,0
6/2/1990 5:00,0,0,0,-0.0055,1,0
6/2/1990 6:00,0,0,0,-0.0055,1,0.1952
6/2/1990 7:00,56.437,54.072,0.8919,0.8323,0.8125,57.208
6/2/1990 8:00,87.449,84.423,1.4185,1.3505,0.8509,90.107
6/2/1990 9:00,403.79,395.62,6.6607,6.4739,0.8834,377.59
6/2/1990 10:00,734.75,728.06,11.565,11.229,0.842,662.01
6/2/1990 11:00,911.36,906.61,13.795,13.386,0.8093,820.4
6/2/1990 12:00,874.38,868.67,13.256,12.867,0.8108,793.1
