date,GlobInc,GlobEff,Earray(kW),E_Grid,PR,GlobHor
6/7/1990 23:00,0,0,0,-0.0055,1,0
7/7/1990 0:00,0,0,0,-0.0055,1,0
7/7/1990 1:00,0,0,0,-0.0055,1,0
7/7/1990 2:00,0,0,0,-0.0055,1,0
7/7/1990 3:00,0,0,0,-0.0055,1,0
7/7/1990 4:00,0,0,0,-0.0055,1,0
7/7/1990 5:00,0,0,0,-0.0055,1,0
7/7/1990 6:00,40.997,30.607,0.4885,0.4182,0.562,84.705
7/7/1990 7:00,236.78,205.72,3.5158,3.4057,0.7925,303.11
7/7/1990 8:00,469.93,449.37,7.4938,7.2857,0.8542,539.6
7/7/1990 9:00,677.58,670.31,10.733,10.424,0.8476,745.39
7/7/1990 10:00,836.44,831.52,12.829,12.454,0.8203,902.8
7/7/1990 11:00,926.02,922.61,13.885,13.473,0.8016,992.2
7/7/1990 12:00,952.77,950.74,14.156,13.734,0.7942,1016.4
7/7/1990 13:00,906.33,902.52,13.54,13.141,0.7988,972.09
7/7/1990 14:00,792.68,787.24,12.082,11.729,0.8153,858
7/7/1990 15:00,620.54,610.9,9.6884,9.4093,0.8354,687.19
7/7/1990 16:00,406.74,382.23,6.2765,6.0935,0.8254,474.8
7/7/1990 17:00,188.73,162.29,2.698,2.6019,0.7596,240.69
7/7/1990 18:00,13.061,12.611,0.1802,0.1023,0.4318,13
7/7/1990 19:00,0,0,0,-0.0055,1,0
7/7/1990 20:00,0,0,0,-0.0055,1,0
7/7/1990 21:00,0,0,0,-0.0055,1,0
7/7/1990 22:00,0,0,0,-0.0055,1,0
7/7/1990 23:00,0,0,0,-0.0055,1,0
8/7/1990 0:00,0,0,0,-0.0055,1,0
8/7/1990 1:00,0,0,0,-0.0055,1,0
8/7/1990 2:00,0,0,0,-0.0055,1,0
8/7/1990 3:00,0,0,0,-0.0055,1,0
8/7/1990 4:00,0,0,0,-0.0055,1,0
8/7/1990 5:00,0,0,0,-0.0055,1,0
8/7/1990 6:00,38.37,32.973,0.5256,0.4561,0.6549,59.095
8/7/1990 7:00,197.85,178.8,3.0354,2.9345,0.8172,234.61
8/7/1990 8:00,308.18,296.29,4.9977,4.8499,0.8671,331.6
8/7/1990 9:00,456.7,446.73,7.385,7.1774,0.8659,484.39
8/7/1990 10:00,513.49,503.9,8.2308,8.0002,0.8584,538.3
8/7/1990 11:00,644.64,637.17,10.142,9.85,0.8419,675.9
8/7/1990 12:00,748.22,741.44,11.525,11.19,0.824,786.7
8/7/1990 13:00,708.56,701.23,10.947,10.629,0.8265,747
8/7/1990 14:00,642.63,635.18,10.013,9.7242,0.8337,682.9
8/7/1990 15:00,500.9,490.46,7.9084,7.6823,0.845,540.2
8/7/1990 16:00,333.64,316.23,5.2083,5.051,0.8341,373.8
8/7/1990 17:00,168.43,146.88,2.4269,2.336,0.7642,209
8/7/1990 18:00,22.383,21.612,0.3244,0.2496,0.6144,23.3
8/7/1990 19:00,0,0,0,-0.0055,1,0
8/7/1990 20:00,0,0,0,-0.0055,1,0
8/7/1990 21:00,0,0,0,-0.0055,1,0
8/7/1990 22:00,0,0,0,-0.0055,1,0
8/7/1990 23:00,0,0,0,-0.0055,1,0
9/7/1990 0:00,0,0,0,-0.0055,1,0
9/7/1990 1:00,0,0,0,-0.0055,1,0
9/7/1990 2:00,0,0,0,-0.0055,1,0
9/7/1990 3:00,0,0,0,-0.0055,1,0
9/7/1990 4:00,0,0,0,-0.0055,1,0
9/7/1990 5:00,0,0,0,-0.0055,1,0
9/7/1990 6:00,37.274,28.804,0.4536,0.3822,0.5649,73.104
9/7/1990 7:00,217.38,191.25,3.2413,3.1359,0.7948,269.8
9/7/1990 8:00,435.9,417.07,6.9267,6.7307,0.8507,493.51
9/7/1990 9:00,641.65,634.46,10.135,9.8442,0.8453,700.4
9/7/1990 10:00,793.38,788.4,12.16,11.805,0.8198,849.4
9/7/1990 11:00,885.52,882.32,13.269,12.879,0.8013,940.71
9/7/1990 12:00,898.69,895.65,13.37,12.976,0.7955,952.89
9/7/1990 13:00,850.82,846.52,12.731,12.358,0.8003,903.71
9/7/1990 14:00,738.02,731.93,11.25,10.923,0.8154,790.3
9/7/1990 15:00,582.21,572.79,9.0564,8.7968,0.8325,637.89
9/7/1990 16:00,375.79,353.98,5.7759,5.6034,0.8215,431.91
9/7/1990 17:00,171.5,149.13,2.4521,2.3602,0.7582,213.8
9/7/1990 18:00,13.723,13.251,0.1884,0.1107,0.4443,13.7
9/7/1990 19:00,0,0,0,-0.0055,1,0
9/7/1990 20:00,0,0,0,-0.0055,1,0
9/7/1990 21:00,0,0,0,-0.0055,1,0
9/7/1990 22:00,0,0,0,-0.0055,1,0
9/7/1990 23:00,0,0,0,-0.0055,1,0
10/7/1990 0:00,0,0,0,-0.0055,1,0
10/7/1990 1:00,0,0,0,-0.0055,1,0
10/7/1990 2:00,0,0,0,-0.0055,1,0
10/7/1990 3:00,0,0,0,-0.0055,1,0
10/7/1990 4:00,0,0,0,-0.0055,1,0
10/7/1990 5:00,0,0,0,-0.0055,1,0
10/7/1990 6:00,33.061,31.794,0.5009,0.4305,0.7174,34.901
10/7/1990 7:00,108.76,104.43,1.7434,1.6685,0.8453,113.99
10/7/1990 8:00,215.25,207.58,3.498,3.3862,0.8667,225.71
10/7/1990 9:00,293.81,284.82,4.7785,4.6351,0.8692,306.39
10/7/1990 10:00,426.49,416.23,6.8835,6.6877,0.864,444.09
10/7/1990 11:00,454.16,444.19,7.289,7.082,0.8592,471.7
10/7/1990 12:00,458.17,448.34,7.3382,7.1294,0.8573,475.3
10/7/1990 13:00,448.92,438.91,7.1825,6.9774,0.8564,466.59
10/7/1990 14:00,379.65,370.1,6.1019,5.9237,0.8597,395.39
10/7/1990 15:00,306.46,297.61,4.9372,4.7879,0.8608,321.1
10/7/1990 16:00,209.61,201.62,3.3574,3.2471,0.8535,220.91
10/7/1990 17:00,92.52,88.676,1.4531,1.3824,0.8232,97.299
10/7/1990 18:00,0,0,0,-0.0055,1,3.4982
10/7/1990 19:00,0,0,0,-0.0055,1,0
10/7/1990 20:00,0,0,0,-0.0055,1,0
10/7/1990 21:00,0,0,0,-0.0055,1,0
10/7/1990 22:00,0,0,0,-0.0055,1,0
10/7/1990 23:00,0,0,0,-0.0055,1,0
11/7/1990 0:00,0,0,0,-0.0055,1,0
11/7/1990 1:00,0,0,0,-0.0055,1,0
11/7/1990 2:00,0,0,0,-0.0055,1,0
11/7/1990 3:00,0,0,0,-0.0055,1,0
11/7/1990 4:00,0,0,0,-0.0055,1,0
11/7/1990 5:00,0,0,0,-0.0055,1,0
11/7/1990 6:00,21.126,20.473,0.312,0.237,0.6181,21.494
11/7/1990 7:00,86.241,83.047,1.3808,1.3127,0.8387,89.798
11/7/1990 8:00,160.06,154.45,2.5983,2.5057,0.8625,166.6
11/7/1990 9:00,225.45,218.26,3.6732,3.5571,0.8693,234.3
11/7/1990 10:00,270.26,261.99,4.3955,4.2613,0.8687,280.3
11/7/1990 11:00,307.69,298.71,4.9916,4.8423,0.8671,318.81
11/7/1990 12:00,299.85,290.83,4.8558,4.7096,0.8654,310.01
11/7/1990 13:00,296.79,288.04,4.8052,4.6601,0.8651,307.6
11/7/1990 14:00,269.68,261.41,4.3643,4.2301,0.8642,279.9
11/7/1990 15:00,210.66,203.8,3.4052,3.2944,0.8616,219
11/7/1990 16:00,123.52,119.16,1.9756,1.8951,0.8453,128.29
11/7/1990 17:00,62.358,60.143,0.9725,0.9108,0.8047,64.692
11/7/1990 18:00,0,0,0,-0.0055,1,3.8073
11/7/1990 19:00,0,0,0,-0.0055,1,0
11/7/1990 20:00,0,0,0,-0.0055,1,0
11/7/1990 21:00,0,0,0,-0.0055,1,0
11/7/1990 22:00,0,0,0,-0.0055,1,0
11/7/1990 23:00,0,0,0,-0.0055,1,0
12/7/1990 0:00,0,0,0,-0.0055,1,0
12/7/1990 1:00,0,0,0,-0.0055,1,0
12/7/1990 2:00,0,0,0,-0.0055,1,0
12/7/1990 3:00,0,0,0,-0.0055,1,0
12/7/1990 4:00,0,0,0,-0.0055,1,0
12/7/1990 5:00,0,0,0,-0.0055,1,0
12/7/1990 6:00,28.51,27.497,0.4344,0.3627,0.7009,29.694
12/7/1990 7:00,200.24,181.89,3.0963,2.9945,0.8239,233.79
12/7/1990 8:00,379.7,364.21,6.1143,5.9394,0.8618,418.11
12/7/1990 9:00,553.15,544.44,8.8772,8.6298,0.8596,593
12/7/1990 10:00,707.19,700.33,11.058,10.737,0.8365,749.8
12/7/1990 11:00,805.62,800.95,12.34,11.979,0.8193,850.09
12/7/1990 12:00,836.66,832.51,12.692,12.321,0.8114,881.69
12/7/1990 13:00,781.55,776.23,11.94,11.592,0.8172,824.91
12/7/1990 14:00,704.8,697.84,10.884,10.569,0.8262,750.5
12/7/1990 15:00,534.52,524.87,8.4331,8.1934,0.8446,578.8
12/7/1990 16:00,360.01,340.69,5.6141,5.4473,0.8336,404.99
12/7/1990 17:00,169.49,148.24,2.4591,2.3679,0.7698,208.49
12/7/1990 18:00,15.129,14.609,0.2121,0.1349,0.4912,15.197
12/7/1990 19:00,0,0,0,-0.0055,1,0
12/7/1990 20:00,0,0,0,-0.0055,1,0
12/7/1990 21:00,0,0,0,-0.0055,1,0
12/7/1990 22:00,0,0,0,-0.0055,1,0
12/7/1990 23:00,0,0,0,-0.0055,1,0
13/7/1990 0:00,0,0,0,-0.0055,1,0
13/7/1990 1:00,0,0,0,-0.0055,1,0
13/7/1990 2:00,0,0,0,-0.0055,1,0
13/7/1990 3:00,0,0,0,-0.0055,1,0
13/7/1990 4:00,0,0,0,-0.0055,1,0
13/7/1990 5:00,0,0,0,-0.0055,1,0
13/7/1990 6:00,29.981,28.882,0.4567,0.3855,0.7084,31.402
13/7/1990 7:00,240.73,214.05,3.6315,3.5175,0.8051,292.4
13/7/1990 8:00,478.98,458.08,7.5609,7.3488,0.8453,545.7
13/7/1990 9:00,719.73,711.86,11.188,10.862,0.8315,787.6
13/7/1990 10:00,866.42,860.84,13.041,12.659,0.805,925.61
13/7/1990 11:00,562.59,553.84,8.8779,8.626,0.8448,586.7
13/7/1990 12:00,564.4,553.55,8.8703,8.6186,0.8413,586.7
13/7/1990 13:00,517.87,508.88,8.2122,7.979,0.8489,539
13/7/1990 14:00,464.87,454.36,7.3954,7.1839,0.8514,486.3
13/7/1990 15:00,383.27,373.04,6.142,5.9626,0.8571,404.7
13/7/1990 16:00,261.52,250.44,4.1713,4.0415,0.8515,280.3
13/7/1990 17:00,135.03,123.21,2.0445,1.9625,0.8008,155.09
13/7/1990 18:00,13.727,13.255,0.1911,0.1134,0.4552,13.7
13/7/1990 19:00,0,0,0,-0.0055,1,0
13/7/1990 20:00,0,0,0,-0.0055,1,0
13/7/1990 21:00,0,0,0,-0.0055,1,0
13/7/1990 22:00,0,0,0,-0.0055,1,0
13/7/1990 23:00,0,0,0,-0.0055,1,0
14/7/1990 0:00,0,0,0,-0.0055,1,0
14/7/1990 1:00,0,0,0,-0.0055,1,0
14/7/1990 2:00,0,0,0,-0.0055,1,0
14/7/1990 3:00,0,0,0,-0.0055,1,0
14/7/1990 4:00,0,0,0,-0.0055,1,0
14/7/1990 5:00,0,0,0,-0.0055,1,0
14/7/1990 6:00,23.941,23.152,0.3605,0.2869,0.6602,24.601
14/7/1990 7:00,116.32,111.45,1.8849,1.8081,0.8564,122.5
14/7/1990 8:00,224.02,215.99,3.6786,3.5641,0.8766,235.4
14/7/1990 9:00,420,410.43,6.8642,6.6712,0.8752,442.69
14/7/1990 10:00,530.21,520.57,8.5444,8.3076,0.8633,555.2
14/7/1990 11:00,468.12,457.88,7.5659,7.354,0.8655,485.6
14/7/1990 12:00,516.94,506.69,8.3002,8.0687,0.86,536.9
14/7/1990 13:00,436.6,426.63,7.0591,6.8593,0.8656,452.8
14/7/1990 14:00,297.57,288.56,4.841,4.696,0.8695,308.9
14/7/1990 15:00,267.23,258.82,4.3524,4.2197,0.87,278.7
14/7/1990 16:00,162.1,156.21,2.6269,2.5337,0.8612,169.2
14/7/1990 17:00,79.074,76.014,1.2543,1.1881,0.8279,82.606
14/7/1990 18:00,0,0,0,-0.0055,1,3.4006
14/7/1990 19:00,0,0,0,-0.0055,1,0
14/7/1990 20:00,0,0,0,-0.0055,1,0
14/7/1990 21:00,0,0,0,-0.0055,1,0
14/7/1990 22:00,0,0,0,-0.0055,1,0
14/7/1990 23:00,0,0,0,-0.0055,1,0
15/7/1990 0:00,0,0,0,-0.0055,1,0
15/7/1990 1:00,0,0,0,-0.0055,1,0
15/7/1990 2:00,0,0,0,-0.0055,1,0
15/7/1990 3:00,0,0,0,-0.0055,1,0
15/7/1990 4:00,0,0,0,-0.0055,1,0
15/7/1990 5:00,0,0,0,-0.0055,1,0
15/7/1990 6:00,34.246,32.888,0.5264,0.4571,0.7353,36.3
15/7/1990 7:00,158.88,147.64,2.5134,2.424,0.8406,176.89
15/7/1990 8:00,462.37,442.74,7.3786,7.173,0.8548,516.3
15/7/1990 9:00,699.46,691.06,11,10.682,0.8414,757.91
15/7/1990 10:00,578.95,570.58,9.2443,8.9842,0.855,607.91
15/7/1990 11:00,266.38,258.42,4.3464,4.2138,0.8716,275.71
15/7/1990 12:00,153.7,148.74,2.5028,2.4123,0.8647,158.61
15/7/1990 13:00,368.65,359.84,6.0249,5.8516,0.8745,381.79
15/7/1990 14:00,296.36,287.39,4.8467,4.7025,0.8743,307.6
15/7/1990 15:00,146.32,141.4,2.3825,2.2947,0.8641,151.5
15/7/1990 16:00,263.13,251.45,4.2542,4.1249,0.8637,283.4
15/7/1990 17:00,77.295,74.322,1.2299,1.1644,0.83,80.703
15/7/1990 18:00,20.729,20.016,0.3051,0.2299,0.6112,21.396
15/7/1990 19:00,0,0,0,-0.0055,1,0
15/7/1990 20:00,0,0,0,-0.0055,1,0
15/7/1990 21:00,0,0,0,-0.0055,1,0
15/7/1990 22:00,0,0,0,-0.0055,1,0
15/7/1990 23:00,0,0,0,-0.0055,1,0
16/7/1990 0:00,0,0,0,-0.0055,1,0
16/7/1990 1:00,0,0,0,-0.0055,1,0
16/7/1990 2:00,0,0,0,-0.0055,1,0
16/7/1990 3:00,0,0,0,-0.0055,1,0
16/7/1990 4:00,0,0,0,-0.0055,1,0
16/7/1990 5:00,0,0,0,-0.0055,1,0
16/7/1990 6:00,13.447,13.095,0.193,0.1154,0.4727,13.407
16/7/1990 7:00,21.809,21.164,0.3274,0.2529,0.639,22.307
16/7/1990 8:00,40.186,38.816,0.6277,0.5609,0.7691,41.393
16/7/1990 9:00,56.699,54.723,0.9017,0.8422,0.8184,58.493
16/7/1990 10:00,565.8,560.13,9.1978,8.9429,0.8708,596
16/7/1990 11:00,434.37,425.12,7.0857,6.8869,0.8735,451.01
16/7/1990 12:00,703.47,696.51,11.068,10.747,0.8417,735.09
16/7/1990 13:00,621.07,611.96,9.8315,9.5514,0.8473,649.1
16/7/1990 14:00,768.59,761.39,11.854,11.509,0.825,817.5
16/7/1990 15:00,671.84,662.01,10.468,10.165,0.8336,735.7
16/7/1990 16:00,442.94,417.76,6.8516,6.6548,0.8278,507.69
16/7/1990 17:00,194.8,165.24,2.7497,2.6526,0.7502,250.7
16/7/1990 18:00,22.831,22.032,0.3329,0.2583,0.6233,47.104
16/7/1990 19:00,0,0,0,-0.0055,1,0
16/7/1990 20:00,0,0,0,-0.0055,1,0
16/7/1990 21:00,0,0,0,-0.0055,1,0
16/7/1990 22:00,0,0,0,-0.0055,1,0
16/7/1990 23:00,0,0,0,-0.0055,1,0
17/7/1990 0:00,0,0,0,-0.0055,1,0
17/7/1990 1:00,0,0,0,-0.0055,1,0
17/7/1990 2:00,0,0,0,-0.0055,1,0
17/7/1990 3:00,0,0,0,-0.0055,1,0
17/7/1990 4:00,0,0,0,-0.0055,1,0
17/7/1990 5:00,0,0,0,-0.0055,1,0
17/7/1990 6:00,19.993,19.39,0.2975,0.2224,0.6128,20.306
17/7/1990 7:00,238.48,212.12,3.6089,3.4959,0.8077,287.8
17/7/1990 8:00,476.58,456.09,7.5555,7.3445,0.8491,536.01
17/7/1990 9:00,584.46,576.17,9.3304,9.0676,0.8548,627.4
17/7/1990 10:00,731.22,724.28,11.375,11.044,0.8321,773.2
17/7/1990 11:00,618.64,609.67,9.7533,9.4743,0.8438,645.3
17/7/1990 12:00,687.99,681.16,10.742,10.431,0.8353,718.3
17/7/1990 13:00,571.04,561.87,9.0394,8.7836,0.8475,594.81
17/7/1990 14:00,524.24,514.53,8.3401,8.1048,0.8518,549.4
17/7/1990 15:00,438.49,428.27,7.0316,6.8308,0.8583,465.7
17/7/1990 16:00,194.66,187.28,3.1333,3.0285,0.8572,204.9
17/7/1990 17:00,139.04,126.56,2.1107,2.0278,0.8035,160.01
17/7/1990 18:00,14.471,13.973,0.2036,0.1262,0.4805,14.497
17/7/1990 19:00,0,0,0,-0.0055,1,0
17/7/1990 20:00,0,0,0,-0.0055,1,0
17/7/1990 21:00,0,0,0,-0.0055,1,0
17/7/1990 22:00,0,0,0,-0.0055,1,0
17/7/1990 23:00,0,0,0,-0.0055,1,0
18/7/1990 0:00,0,0,0,-0.0055,1,0
18/7/1990 1:00,0,0,0,-0.0055,1,0
18/7/1990 2:00,0,0,0,-0.0055,1,0
18/7/1990 3:00,0,0,0,-0.0055,1,0
18/7/1990 4:00,0,0,0,-0.0055,1,0
18/7/1990 5:00,0,0,0,-0.0055,1,0
18/7/1990 6:00,13.442,13.089,0.1903,0.1126,0.4616,13.407
18/7/1990 7:00,106.29,102.07,1.7011,1.6269,0.8433,111.31
18/7/1990 8:00,192.94,186.11,3.1295,3.0254,0.864,201.59
18/7/1990 9:00,277.02,268.48,4.4966,4.3597,0.8671,288.4
18/7/1990 10:00,341.03,331.06,5.5047,5.3422,0.8631,354
18/7/1990 11:00,369.69,360.9,5.9703,5.7958,0.8638,382.2
18/7/1990 12:00,370.64,362.02,5.978,5.8031,0.8626,382.8
18/7/1990 13:00,370.46,359.81,5.9353,5.7611,0.8568,383.7
18/7/1990 14:00,306.65,297.42,4.9297,4.7805,0.8589,318.21
18/7/1990 15:00,224.34,217.11,3.6111,3.4949,0.8583,233.21
18/7/1990 16:00,132.61,127.91,2.1161,2.0322,0.8444,137.8
18/7/1990 17:00,62.662,60.434,0.9741,0.9122,0.802,65.001
18/7/1990 18:00,0,0,0,-0.0055,1,3.5958
18/7/1990 19:00,0,0,0,-0.0055,1,0
18/7/1990 20:00,0,0,0,-0.0055,1,0
18/7/1990 21:00,0,0,0,-0.0055,1,0
18/7/1990 22:00,0,0,0,-0.0055,1,0
18/7/1990 23:00,0,0,0,-0.0055,1,0
19/7/1990 0:00,0,0,0,-0.0055,1,0
19/7/1990 1:00,0,0,0,-0.0055,1,0
19/7/1990 2:00,0,0,0,-0.0055,1,0
19/7/1990 3:00,0,0,0,-0.0055,1,0
19/7/1990 4:00,0,0,0,-0.0055,1,0
19/7/1990 5:00,0,0,0,-0.0055,1,0
19/7/1990 6:00,8.7384,8.5318,0.1163,0.0371,0.2339,8.6072
19/7/1990 7:00,67.575,65.214,1.064,1.001,0.8161,69.997
19/7/1990 8:00,124.41,120.09,2.0001,1.9194,0.8501,128.99
19/7/1990 9:00,169.1,163.54,2.7364,2.6402,0.8602,175.2
19/7/1990 10:00,202.72,196.17,3.2838,3.1759,0.8632,209.6
19/7/1990 11:00,231.36,224.12,3.7476,3.6287,0.8642,239
19/7/1990 12:00,238.26,230.89,3.8567,3.7351,0.8637,246
19/7/1990 13:00,236.32,228.93,3.8213,3.7004,0.8627,244.21
19/7/1990 14:00,210.92,204.12,3.4074,3.2963,0.8611,218.21
19/7/1990 15:00,158.41,153.12,2.5478,2.455,0.8539,164.11
19/7/1990 16:00,104.9,101.24,1.6682,1.5937,0.837,108.7
19/7/1990 17:00,51.223,49.51,0.7912,0.7275,0.7825,52.896
19/7/1990 18:00,0,0,0,-0.0055,1,3.1077
19/7/1990 19:00,0,0,0,-0.0055,1,0
19/7/1990 20:00,0,0,0,-0.0055,1,0
19/7/1990 21:00,0,0,0,-0.0055,1,0
19/7/1990 22:00,0,0,0,-0.0055,1,0
19/7/1990 23:00,0,0,0,-0.0055,1,0
20/7/1990 0:00,0,0,0,-0.0055,1,0
20/7/1990 1:00,0,0,0,-0.0055,1,0
20/7/1990 2:00,0,0,0,-0.0055,1,0
20/7/1990 3:00,0,0,0,-0.0055,1,0
20/7/1990 4:00,0,0,0,-0.0055,1,0
20/7/1990 5:00,0,0,0,-0.0055,1,0
20/7/1990 6:00,16.69,16.218,0.2433,0.1667,0.5504,16.808
20/7/1990 7:00,89.249,85.892,1.4354,1.3666,0.8437,93.003
20/7/1990 8:00,174.21,168.09,2.8513,2.7543,0.8711,181.5
20/7/1990 9:00,258.41,250.38,4.2416,4.1128,0.8769,268.79
20/7/1990 10:00,454.18,443.95,7.3655,7.1592,0.8685,472.91
20/7/1990 11:00,552.18,541.29,8.8268,8.581,0.8562,573.2
20/7/1990 12:00,535.24,524.61,8.56,8.3213,0.8566,554.41
20/7/1990 13:00,500.4,489.8,8.0176,7.7926,0.858,519
20/7/1990 14:00,405.1,395.13,6.5441,6.3565,0.8645,420.91
20/7/1990 15:00,266.4,258.03,4.3253,4.1927,0.8671,277.5
20/7/1990 16:00,184.12,177.31,2.9764,2.8754,0.8605,192.81
20/7/1990 17:00,94.236,90.271,1.4942,1.4235,0.8323,99.105
20/7/1990 18:00,0,0,0,-0.0055,1,3.2053
20/7/1990 19:00,0,0,0,-0.0055,1,0
20/7/1990 20:00,0,0,0,-0.0055,1,0
20/7/1990 21:00,0,0,0,-0.0055,1,0
20/7/1990 22:00,0,0,0,-0.0055,1,0
20/7/1990 23:00,0,0,0,-0.0055,1,0
21/7/1990 0:00,0,0,0,-0.0055,1,0
21/7/1990 1:00,0,0,0,-0.0055,1,0
21/7/1990 2:00,0,0,0,-0.0055,1,0
21/7/1990 3:00,0,0,0,-0.0055,1,0
21/7/1990 4:00,0,0,0,-0.0055,1,0
21/7/1990 5:00,0,0,0,-0.0055,1,0
21/7/1990 6:00,9.3231,9.1009,0.1248,0.0457,0.2702,9.1929
21/7/1990 7:00,73.917,71.276,1.1613,1.0962,0.8171,76.7
21/7/1990 8:00,135.88,131.16,2.1755,2.0906,0.8477,141
21/7/1990 9:00,151.23,146.19,2.4259,2.3355,0.8509,156.51
21/7/1990 10:00,211.29,204.52,3.3992,3.2878,0.8573,218.5
21/7/1990 11:00,373.93,365.17,5.9929,5.8163,0.857,386.4
21/7/1990 12:00,499.27,488.93,7.8656,7.64,0.8431,516.4
21/7/1990 13:00,424.29,412.55,6.6877,6.4923,0.8431,439.6
21/7/1990 14:00,400.46,390.54,6.3511,6.1643,0.8481,415.8
21/7/1990 15:00,341.88,332.42,5.4191,5.2549,0.8469,357.91
21/7/1990 16:00,234.76,225.25,3.6936,3.5733,0.8387,248.89
21/7/1990 17:00,105.2,99.267,1.6078,1.533,0.8029,113.29
21/7/1990 18:00,0,0,0,-0.0055,1,3.2053
21/7/1990 19:00,0,0,0,-0.0055,1,0
21/7/1990 20:00,0,0,0,-0.0055,1,0
21/7/1990 21:00,0,0,0,-0.0055,1,0
21/7/1990 22:00,0,0,0,-0.0055,1,0
21/7/1990 23:00,0,0,0,-0.0055,1,0
22/7/1990 0:00,0,0,0,-0.0055,1,0
22/7/1990 1:00,0,0,0,-0.0055,1,0
22/7/1990 2:00,0,0,0,-0.0055,1,0
22/7/1990 3:00,0,0,0,-0.0055,1,0
22/7/1990 4:00,0,0,0,-0.0055,1,0
22/7/1990 5:00,0,0,0,-0.0055,1,0
22/7/1990 6:00,24.742,23.921,0.3683,0.2946,0.656,25.496
22/7/1990 7:00,220.43,196.51,3.3008,3.1929,0.7981,262.5
22/7/1990 8:00,382.38,367.05,6.0807,5.904,0.8507,416.59
22/7/1990 9:00,637.91,629.78,9.986,9.6978,0.8376,683.69
22/7/1990 10:00,902.88,897.28,13.397,13.003,0.7935,957.69
22/7/1990 11:00,484.52,476.48,7.6837,7.463,0.8486,501.71
22/7/1990 12:00,477.66,467.81,7.5538,7.3365,0.8462,494.09
22/7/1990 13:00,678.9,671.31,10.473,10.17,0.8253,707.91
22/7/1990 14:00,664.05,656.54,10.258,9.9615,0.8265,698.91
22/7/1990 15:00,454.98,444.6,7.1884,6.9803,0.8453,481.91
22/7/1990 16:00,284.99,272.83,4.496,4.3565,0.8422,305.81
22/7/1990 17:00,147.76,134.14,2.2079,2.1215,0.7911,170.09
22/7/1990 18:00,19.247,18.586,0.2746,0.1987,0.5687,19.704
22/7/1990 19:00,0,0,0,-0.0055,1,0
22/7/1990 20:00,0,0,0,-0.0055,1,0
22/7/1990 21:00,0,0,0,-0.0055,1,0
22/7/1990 22:00,0,0,0,-0.0055,1,0
22/7/1990 23:00,0,0,0,-0.0055,1,0
23/7/1990 0:00,0,0,0,-0.0055,1,0
23/7/1990 1:00,0,0,0,-0.0055,1,0
23/7/1990 2:00,0,0,0,-0.0055,1,0
23/7/1990 3:00,0,0,0,-0.0055,1,0
23/7/1990 4:00,0,0,0,-0.0055,1,0
23/7/1990 5:00,0,0,0,-0.0055,1,0
23/7/1990 6:00,18.004,17.494,0.2618,0.1857,0.5682,18.207
23/7/1990 7:00,150.9,141.52,2.3712,2.2831,0.8336,165
23/7/1990 8:00,302.3,290.96,4.8601,4.7139,0.8591,321.9
23/7/1990 9:00,380.35,370.79,6.1287,5.9504,0.8619,398.5
23/7/1990 10:00,366.1,355.6,5.8748,5.7023,0.8582,379.9
23/7/1990 11:00,302.1,293.21,4.876,4.7287,0.8624,312.4
23/7/1990 12:00,257.54,249.63,4.1535,4.024,0.8609,265.8
23/7/1990 13:00,332.75,324.59,5.3722,5.2119,0.863,343.51
23/7/1990 14:00,391.93,382.23,6.2879,6.1049,0.8582,406.7
23/7/1990 15:00,455.13,445.01,7.2543,7.0466,0.853,482.61
23/7/1990 16:00,198.37,190.58,3.1681,3.0617,0.8504,208.9
23/7/1990 17:00,68.214,65.716,1.0616,0.998,0.8061,70.908
23/7/1990 18:00,7.2077,6.9639,0.0908,-0.0055,1,6.9964
23/7/1990 19:00,0,0,0,-0.0055,1,0
23/7/1990 20:00,0,0,0,-0.0055,1,0
23/7/1990 21:00,0,0,0,-0.0055,1,0
23/7/1990 22:00,0,0,0,-0.0055,1,0
23/7/1990 23:00,0,0,0,-0.0055,1,0
24/7/1990 0:00,0,0,0,-0.0055,1,0
24/7/1990 1:00,0,0,0,-0.0055,1,0
24/7/1990 2:00,0,0,0,-0.0055,1,0
24/7/1990 3:00,0,0,0,-0.0055,1,0
24/7/1990 4:00,0,0,0,-0.0055,1,0
24/7/1990 5:00,0,0,0,-0.0055,1,0
24/7/1990 6:00,27.052,26.1,0.4079,0.3352,0.6828,28.099
24/7/1990 7:00,242.24,215.15,3.6379,3.5233,0.8014,289.89
24/7/1990 8:00,480.82,460.37,7.5748,7.3616,0.8435,539.89
24/7/1990 9:00,742.29,735.12,11.471,11.137,0.8266,805.5
24/7/1990 10:00,932.34,926.5,13.795,13.386,0.791,987.09
24/7/1990 11:00,448.98,439.66,7.1581,6.9524,0.8532,465
24/7/1990 12:00,527.85,517.57,8.333,8.0962,0.8451,546.21
24/7/1990 13:00,476.32,465.74,7.5591,7.343,0.8494,492.4
24/7/1990 14:00,462.16,451.87,7.3525,7.142,0.8514,481.5
24/7/1990 15:00,282.09,273.4,4.5384,4.3991,0.8592,294.09
24/7/1990 16:00,153.3,147.8,2.4562,2.3654,0.8501,159.6
24/7/1990 17:00,99.951,95.31,1.5705,1.4979,0.8257,106
24/7/1990 18:00,0,0,0,-0.0055,1,6.1991
24/7/1990 19:00,0,0,0,-0.0055,1,0
